rok,miasto,nazwa,sentence,kategorie,tag
2020,Warszawa,Warsztaty dla mieszkańców w Alternatywach ,warsztaty mieszkaniec,SPOŁECZEŃSTWO,warsztaty
2020,Warszawa,Sprzęt sportowy dla seniorów,sprzęt sport senior,SPOŁECZEŃSTWO,sportowy
2020,Warszawa,Mokotowskie multidyscyplinarne boisko dla małych i dużych,mokotowski multidyscyplinarny,EDUKACJA,edukacyjny
2020,Warszawa,Od klepiska do boiska  wielofunkcyjne boisko i plac do kalisteniki przy ul. Tynieckiej ,wielofunkcyjny plac tyniecki,INFRASTRUKTURA,nawierzchniasztuczny
2020,Warszawa,Chodnik na Suzaku,chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Bezpieczny prosty chodnik  ul. Ligocka przy Al. Niepodległości,bezpieczny prosty chodnik niepodległość,INFRASTRUKTURA,bezpieczny
2020,Warszawa,Siłownia plenerowa,siłownia,SPOŁECZEŃSTWO,siłownia
2020,Warszawa,Aktywny senior  poprzez ruch do zdrowia,aktywny senior ruch,SPOŁECZEŃSTWO,aktywność
2020,Warszawa,Poprawa bezpieczeństwa dzieci na przejściu dla pieszych przed Szkołą Podstawową przy ul. Aktorskiej,poprawa dziecko przejść pieszy aktorski,SPOŁECZEŃSTWO,przedszkolak
2020,Warszawa,Radość dzieciaków  spokój i wygoda dorosłych,radość dzieciak spokój wygoda dorosły,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Bezpiecznie na Naszym Podwórku,bezpiecznie,INFRASTRUKTURA,bezpiecznie
2020,Warszawa,Bezpieczne przejścia dla pieszych,bezpieczny przejść pieszy,INFRASTRUKTURA,pieszy
2020,Warszawa,Pomóżmy kotom przetrwać zimę,pomóc kot przetrwać zima,NATURA,zwierzę
2020,Warszawa,Chodniki i parking dla Orków na Domaniewskiej przy Suzaku,chodnik parking,INFRASTRUKTURA,parkingowy
2020,Warszawa,Samoobrona dla dzieci i dorosłych oraz warsztaty przeciwdziałania przemocy rówieśniczej,samoobrona dziecko dorosły warsztaty przemoc rówieśniczy,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Łąka kwietna w Parku Sieleckim,łąka kwietny,NATURA,trawnik
2020,Warszawa,Zielona Puszczańska,zielony,NATURA,zielony
2020,Warszawa,Strefa relaksu w Parku Data,relaks,SPOŁECZEŃSTWO,relaks
2020,Warszawa,Muzyczna Dorożka  koncerty dla rodzin z dziećmi na Mokotowie,muzyczny koncert rodzina dziecko,SPOŁECZEŃSTWO,koncert
2020,Warszawa,Więcej powietrza na Naszym Podwórku  nasadzenia drzew i krzewów,nasadzić krzew,NATURA,krzew
2020,Warszawa,Konkurs Literacki,konkurs,SPOŁECZEŃSTWO,koncert
2020,Warszawa,Remont chodników i nawierzchni w parku Korotyńskiego,remont chodnik nawierzchnia park,NATURA,trawnik
2020,Warszawa,Potańcówki w Parku Szczęśliwickim ,potańcówka,INFRASTRUKTURA,pętla
2020,Warszawa,Zazielenienie i odnowienie nawierzchni łącznika ulicy Opaczewskiej i Dobosza przejście od Biedronki do Skweru Dobrego Maharadży,zazielenieć odnowić nawierzchnia łącznik,INFRASTRUKTURA,nawierzchniasztuczny
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty  część  Asnyka i Korzeniowskiego,remont chodnik część,INFRASTRUKTURA,remont
2020,Warszawa,Zazieleniamy ochocki parkany  Szkoła Podstawowa nr   przy ulicy Majewskiego ,zazieleniać ochocki parkan,NATURA,park
2020,Warszawa,Kino dyskusyjne dla malucha,dyskusyjny maluch,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Zielone podwórko Bohdanowicza ,zielony,NATURA,zielony
2020,Warszawa,Poznaj partnera lub przyjaciela,poznać partner przyjaciel,INFRASTRUKTURA,spotkać
2020,Warszawa,Spotkania z muzyką klasyczną,spotkać muzyka klasyczny,SPOŁECZEŃSTWO,muzyczny
2020,Warszawa,Stojaki rowerowe na ulicach Ochoty,stojak rowerowy,INFRASTRUKTURA,rowerowy
2020,Warszawa,Nowe nasadzenia na Rakow,nasadzić,NATURA,nasadzić
2020,Warszawa,Posadzenie krzewów przyjaznych małym ptakom,posadzić krzew ptak,NATURA,ptak
2020,Warszawa,Zielone podwórko pomiędzy Częstochowską  Częstochowską  Białobrzeski Nieborowski  Częstochowska ,zielony,NATURA,zielony
2020,Warszawa,Więcej warzyw poproszę Warsztaty kuchni roślinnej dla rodzin,poprosić kuchnia roślinny rodzina,SPOŁECZEŃSTWO,rodzina
2020,Warszawa,Zielony zakątek   podwórko pomiędzy budynkami Częstochowska  Częstochowska  oraz Baśniowa  i Baśniowa  ,zielony zakątek budynek,INFRASTRUKTURA,budynek
2020,Warszawa,Więcej miejsc parkingowych na Rakow,parkingowy,INFRASTRUKTURA,parkingowy
2020,Warszawa,Zmieńmy Bibliotekę Przy Baleya w miejsce realizacji naszych pasji i potrzeb kulturalnych,zmienić realizacja pasja potrzeb kulturalny,SPOŁECZEŃSTWO,kulturalny
2020,Warszawa,Oświetlenie podwórek na Rakow Racławicka ,oświetlić podwórek,INFRASTRUKTURA,oświetlić
2020,Warszawa,Monitoring w Parku Zachodnim,monitoring,INFRASTRUKTURA,monitoring
2020,Warszawa,Rewitalizacja podwórka pomiędzy Budynkami Białobrzeski  oraz Ledóchowska ,rewitalizacja,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Wiaty rowerowe na Rakow,wiata rowerowy,INFRASTRUKTURA,rowerowy
2020,Warszawa,Wielofunkcyjny Stół Sportowy,wielofunkcyjny,SPOŁECZEŃSTWO,kolorowy
2020,Warszawa,Rodzinny ogród zmysłów Na Fortach Korotyńskiego,rodzinny ogród zmysł,NATURA,ogród
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty  część  Poetyki odcinek wschodni i Reja odcinek zachodni,remont chodnik część,INFRASTRUKTURA,remont
2020,Warszawa,Nowe nasadzenia na Rakow żywopłoty zamiast słupków,nasadzić żywopłot słupek,NATURA,nasadzić
2020,Warszawa,Zimowe dokarmianie ptactwa w parkach Ochoty,zimowy dokarmiać parka,NATURA,park
2020,Warszawa,Z Ochotą przez historię  cykl prelekcji nt. dzielnicy Ochota ,historia prelekcja,EDUKACJA,historia
2020,Warszawa,Slam poetycki w Bibliotece. Spotkania Ludzi Amatorów Mowy czyli Poeci na Start,poetycki spotkać,INFRASTRUKTURA,spotkać
2020,Warszawa,Ścieżka biegowa na Polach Mokotowskich,biegowy,SPOŁECZEŃSTWO,bieg
2020,Warszawa,Trawniki ekologiczne na Dickensa,trawnik ekologiczny,NATURA,ekologiczny
2020,Warszawa,Wymiana  latarń w parku Wielkopolski i na skwerze Sue Ryder,wymiana latarnia park skwer,NATURA,park
2020,Warszawa,Remont chodnika na ul. Wawelskiej  część  Kolonia Staszica,remont chodnik wawelski część,INFRASTRUKTURA,remont
2020,Warszawa,Wakacje ze sportem na placu Baśniowym,wakacje sport plac,SPOŁECZEŃSTWO,rekreacja
2020,Warszawa,Zielony Drobiazg dla Ochoty rewitalizacja zaniedbanego skwerku,zielony rewitalizacja zaniedbany skwerek,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Przedstawienia teatralne dla dzieci w Bibliotece,przedstawić teatralny dziecko,SPOŁECZEŃSTWO,teatralny
2020,Warszawa,Rewitalizacja zieleni od ulicy Tykocińskiej ,rewitalizacja zielony,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Odczarowanie podwórko  ul. Częstochowska ,odczarować częstochowski,INFRASTRUKTURA,odnowić
2020,Warszawa,Winda w Bibliotece Pod Skrzydłami,winda,INFRASTRUKTURA,wiata
2020,Warszawa,Wymiana ławek w Parku Szczęśliwickim,wymiana ławka,INFRASTRUKTURA,ławka
2020,Warszawa,Ochoty Rzemieślnicy i drugie życie przedmiotów  gra miejska,ochota przedmiot gra,SPOŁECZEŃSTWO,zabawa
2020,Warszawa,Zielona Włodarzewska,zielony,NATURA,zielony
2020,Warszawa,Na ratunek naszej planecie  spotkania w Bibliotece Białobrzeski.,ratunek planet spotkać,INFRASTRUKTURA,spotkać
2020,Warszawa,Spotkania z dziennikarzami podróżnikami pisarzami angażującym się w kwestie dotyczące ekologii oraz cykl spotkań poświęcony przybliżeniu idei wegetarianizmu weganizmu freeganizmu zero waste.,spotkać dziennikarz podróżnik pisarz angażować kwestia dotyczyć ekologia spotkać poświęcić idea wegetarianizm weganizm,INFRASTRUKTURA,rowerzysta
2020,Warszawa,Wieczory kultur świata,wieczor kultura świat,EDUKACJA,kultura
2020,Warszawa,Remont chodnika ulica Drygały dojście do stacji PKP Rakowiec,remont chodnik dojść,INFRASTRUKTURA,chodnik
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty  część  Ładysława z Gielniowa odcinek zachodni i Polskiej,remont chodnik część,INFRASTRUKTURA,remont
2020,Warszawa,Czytniki ebooków i ebooki w Przystanku Książka,czytnik,SPOŁECZEŃSTWO,czytelnik
2020,Warszawa,Bezpieczne chodniki,bezpieczny chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Oświetlenie wielofunkcyjnego boiska na Placu Baśniowym,oświetlić wielofunkcyjny,INFRASTRUKTURA,oświetlić
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty  część  Dantyszka odcinek zachodni i Rusińskiego,remont chodnik część,INFRASTRUKTURA,remont
2020,Warszawa,Zazieleniamy ochocki parkany    przy Szkole nr  OSiR Ochota oraz utworzenie zielonej ściany na budynku DK  od strony Szczęśliwicka  Białobrzeski Kosowska,zazieleniać ochocki parkan utworzyć zielony ściana budynek dokonany,NATURA,ogród
2020,Warszawa,Komputer dla dużych i małych,komputer,SPOŁECZEŃSTWO,komputerowy
2020,Warszawa,Edukacyjny Karmnik Dla Ptaków,edukacyjny,EDUKACJA,edukacyjny
2020,Warszawa,Remont chodnika na ul. Żwirki i Wigury,remont chodnik żwirek,INFRASTRUKTURA,chodnik
2020,Warszawa,II turniej piłkarski na Rakow rodzinny piknik sportowy dzień sportu na Rakow,turniej piłkarski rodzinny piknik sport sport,SPOŁECZEŃSTWO,piłkarski
2020,Warszawa,Bezpieczne i przyjazne przejście dla pieszych przez ul. Pasteura między budynkami Wydziału Matematyki Informatyki i Mechaniki UW oraz Wydziału Fizyki UW,bezpieczny pieszy budynek,INFRASTRUKTURA,bezpieczny
2020,Warszawa,Oświetlenie skrzyżowania ulic Suchockiej i Racławickiej w tym przejścia dla pieszych,oświetlić skrzyżować przejść pieszy,INFRASTRUKTURA,przejazdruchowy
2020,Warszawa,Ochockie warsztaty jazdy na rolkach,ochocki warsztaty jazda,SPOŁECZEŃSTWO,warsztaty
2020,Warszawa,Zazieleniamy ochocki parkany ogrodzenie wokół Przedszkola nr ,zazieleniać ochocki parkan ogrodzić,NATURA,park
2020,Warszawa,Wiaty rowerowe przy Szkole podstawowej nr ,wiata rowerowy,INFRASTRUKTURA,rowerowy
2020,Warszawa,Oświetlenie ciągów pieszych na Rakow Grzeszczak  i ,oświetlić pieszy,INFRASTRUKTURA,oświetlić
2020,Warszawa,Pasaż Braci Łopieńskich cały w kwiatach,pasaż kwiat,NATURA,kwiat
2020,Warszawa,Czytanie na Dywanie  cykl zajęć dla dzieci w bibliotece,czytać zająć dziecko biblioteka,SPOŁECZEŃSTWO,czytać
2020,Warszawa,Remont chodnika Racławicka ,remont chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Wieczory z klimatem  cykl koncertówrecitali znanych artystów ,wieczor klimat znany artysta,SPOŁECZEŃSTWO,artystyczny
2020,Warszawa,Zazieleniamy ochocki parkanyPrzedszkole nr  Al.Jerozolimskie A,zazieleniać ochocki jerozolimski,INFRASTRUKTURA,uporządkować
2020,Warszawa,Bajanie na polanie w Parku Szczęśliwickim  cykl imprez dla dzieci ,polan impreza dziecko,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Mural  Ochota jak ze snów,mural sen,INFRASTRUKTURA,mural
2020,Warszawa,Estetyka ważna sprawa  wymiana ogrodzenia w SP  przy ul. Jasielskiej,estetyka ważny sprawa wymiana jasielski,SPOŁECZEŃSTWO,sztuka
2020,Warszawa,Zagospodarowanie pasa zieleni przed SP ,zagospodarować pasać zielony,NATURA,zielony
2020,Warszawa,Remont chodnika na ul. Wawelskiej  część  Kolonia Lubeckiego,remont chodnik wawelski część,INFRASTRUKTURA,remont
2020,Warszawa,Kreatywnie i aktywnie  warsztaty rękodzielnicze,kreatywnie aktywnie warsztaty rękodzielniczy,SPOŁECZEŃSTWO,kreatywny
2020,Warszawa,Przedwojenne latarnie na Mochnackiego,przedwojenny latarnia,INFRASTRUKTURA,latarnia
2020,Warszawa,Poszerzenie parku Szczęśliwickiej poprzez wyburzenie nieużywanych szaletów,poszerzyć park wyburzeć używać szalet,NATURA,park
2020,Warszawa,Fitness w Parku Malickiego,fitness,SPOŁECZEŃSTWO,fitness
2020,Warszawa,Remonty chodników na lokalnych ulicach Starej Ochoty  część  Rapackiego i Reja odcinek wschodni,remont chodnik część,INFRASTRUKTURA,remont
2020,Warszawa,Zakup nowych zbiorów do bibliotek ochocki,zakup zbiór biblioteka ochocki,EDUKACJA,biblioteka
2020,Warszawa,Renowacja i doświetlenie podwórza przy ul. Urbanistów,renowacja doświetlić urbanista,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Książkowa dla Ochocki Bibliotek,książkowy,EDUKACJA,książka
2020,Warszawa,Brakujące odcinki chodników na Starej Ochocie Szczęśliwicka Winnicka Pasteura Banacha,brakujący chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Stare płyty do lamusa  remont chodnika na Mołdawskiej,stary płyt lamus remont chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Remont chodnika Racławicka  ,remont chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Biblioteka opinii  spotkania z autorami publicystami ludźmi kultury,biblioteka opinia spotkać autor publicysta człowiek kultura,EDUKACJA,biblioteka
2020,Warszawa,Joga na Ochocie,joga,EDUKACJA,joga
2020,Warszawa,Eko podwórko Racławicka    pierwsze podwórko z antysmogowej chodnikiem na Ochocie ,antysmogowy chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Jaśniej w Milickim  dodatkowe latarnie,jaśnie dodatkowy latarnia,INFRASTRUKTURA,latarnia
2020,Warszawa,Nasadzenia drzew i krzewów na ulicy Szczęśliwickiej,nasadzić krzew,NATURA,krzew
2020,Warszawa,Przejście dla pieszych na ulicy Stanisława Augusta przy numerze ,pieszy numer,INFRASTRUKTURA,pieszy
2020,Warszawa,Zielone podwórka na Grochowie  ul. Darłowski ul. Grenadierów ul. Białowieska,zielony darłowski grenadier białowieski,NATURA,zielony
2020,Warszawa,Symulatory bezpiecznej jazdy,symulator bezpieczny jazda,INFRASTRUKTURA,bezpieczny
2020,Warszawa,Zakątek Prusa cd.  strefa relaksu przy XXV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im.Bolesława Prusa,zakątek relaks,SPOŁECZEŃSTWO,odpoczynek
2020,Warszawa,Na ratunek magnolii w różane w Parku Skaryszewskim ,ratunek magnolia różany,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,PragaPołudnie walczy ze smogiem. Radzimy  szt. drzew zimozielonych,walczyć smog radzić zimozielony,NATURA,smog
2020,Warszawa,Akrobatyka dla dzieci i młodzieży  zajęcia rekreacyjnosportowe,akrobatyka dziecko młodzież zająć sport,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Kwiatowa Fieldorfa wizytówka Gocławia,kwiatowy wizytówka,NATURA,kwiat
2020,Warszawa,Skwer przy ul. Majańskiej  rozbudowa placu zabaw dla dzieci starszych kurtyna wodna zieleń,skwer rozbudowa plac zabawić dziecko starszy kurtyna wodny zieleń,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Zajęcia dla dzieci i opiekunów w ROMie Kultury,zająć dziecko opiekun rom,SPOŁECZEŃSTWO,przedszkolak
2020,Warszawa,Dość połykania się  remonty chodników na Grochowie i Gocławiu a nawet Saskiej Kępie,połykać remont chodnik,INFRASTRUKTURA,chodnik
2020,Warszawa,Lekkoatletyka  w ramach projektu Sport dla Każdego na Stadionie Podskarbińska ,lekkoatletyka,SPOŁECZEŃSTWO,sport
2020,Warszawa,Uniwersytet dziecięcy na PradzePołudnie ,uniwersytet dziecięcy,SPOŁECZEŃSTWO,przedszkolny
2020,Warszawa,Ładniejsza zieleń wzdłuż ulicy Lotaryńskiej nieopodal PROM Kultury,ładny zieleń prom,NATURA,zielony
2020,Warszawa,Ławki patronów ulic z multimedialną prezentacją,ławka patron multimedialny prezentacja,INFRASTRUKTURA,ławka
2020,Warszawa,Zielona ul. Przeworska i ul. Chrzanowskiego,zielony przeworski chrzanowski,NATURA,zielony
2020,Warszawa,Rewitalizacja podwórka Dwernickiego Wiatraczna Chrzanowskiego Mycielskiego,rewitalizacja,INFRASTRUKTURA,rewitalizacja
2020,Warszawa,Modernizacja oświetlenia na Stadionie Podskarbińska  w ramach projektu Sport dla Każdego,modernizacja,INFRASTRUKTURA,modernizacja
2020,Warszawa,Czyste jezioro i stawy w Parku Skaryszewskim,czysta staw,INFRASTRUKTURA,czysta
2020,Warszawa,Piknik edukacyjny Bezpieczny pieszy  to świadomy pieszy ,piknik edukacyjny pieszy świadomy pieszy,SPOŁECZEŃSTWO,piknik
2020,Warszawa,Animacyjne na Pradze Południe ,animacyjny,SPOŁECZEŃSTWO,aktywny
2020,Warszawa,Nowoczesny Kompleks Sportowy w SP ,nowoczesny,SPOŁECZEŃSTWO,nowoczesny
2020,Warszawa,Mobilny skatepark na Kamionku,mobilny skatepark,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Uczymy się świata w teatrze życia  Cykl warsztatów i spotkań teatralnych dla dzieci,uczyć świat teatr warsztat spotkać teatralny dziecko,SPOŁECZEŃSTWO,teatr
2020,Warszawa,Faun na delfinie przywrócenie zdrojurzeźby Jana Biernackiego na placu zabaw w Parku Skaryszewskim im. J. J. Paderewskiego,faun delfin przywrócić plac zabawić,SPOŁECZEŃSTWO,zabawić
2020,Warszawa,Grochówka na Grochowie. Kulinarne spotkanie w plenerze.,grochówka kulinarny plener,NATURA,trawnik
2020,Warszawa,Piłka nożna  w ramach projektu Sport dla Każdego,piłka nożny,SPOŁECZEŃSTWO,piłka
2020,Warszawa,Gocław sport wśród zieleni  renowacja betonowego boiska do kosza,sport zielony renowacja betonowy kosz,NATURA,zielony
2020,Warszawa,Automatyczna toaleta miejska w Parku Skaryszewskim,automatyczny toaleta,INFRASTRUKTURA,toaleta
2020,Warszawa,Bezpieczne i zielone ulice Pragi Południe II,bezpieczny zielony,NATURA,zielony
2020,Warszawa,Skwarek Berek  Kwiatowa Rozłucki,skwarek,NATURA,skwer
2020,Warszawa,Zatoka postojowa i chodnik  ul. Przeworska ,zatoka postojowy chodnik przeworski,INFRASTRUKTURA,chodnik
2020,Warszawa,Duży plac zabaw dla małych dzieci na Gocławiu ,plac zabawić dziecko,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Aerial Joga Aerial Hoop Pilates  zajęcia ogólnorozwojowe,zająć ogólnorozwojowy,SPOŁECZEŃSTWO,zająć
2020,Warszawa,Zagospodarowanie Parku Jeżogród na Gocławiu PragaPołudnie przy ul. Jugosłowiańskiej,zagospodarować jugosłowiański,INFRASTRUKTURA,zagospodarować
2020,Warszawa,Czytanie książek to najpiękniejsza zabawa jaką sobie ludzkość wymyśliła W. SzymborskaZakup nowości książkowych i audiobooków dla  filii i oddziałów Biblioteki Publicznej ,czytać książka piękny zabawa ludzkość wymyślić książkowy audiobook oddział,SPOŁECZEŃSTWO,czytać
2020,Warszawa,im. Zygmunta Jana Rubla w Dzielnicy PragaPołudnie m.st. Warszawy,warszawa,SPOŁECZEŃSTWO,warsztaty
2020,Warszawa,"Nie chcesz mieć szczurów Zadbaj o koty  Dokarmianie leczenie i sterylizacja kotów wolno żyjących  z Pragi  Południe oraz zakupwykonanie zimowych budek z Pragi. Kontynuacja projektów z poprzednich edycji Budżetu 
		Zielona i pachnąca przystań na Gocławiu
		Nowy plac zabaw w Kolorowej Krainie
		Modernizacja boiska do piłki nożnej przy Szkole Podstawowej nr    im. Czesława Niemena w Warszawie przy ul. Zwycięzców    w  dzielnicy Praga Południe 
		Zmień Formę walka z nadwagą i otyłością u dzieci młodzieży i dorosłych",miecić szczur kot sterylizacja kot wolno żyjący zimowy budka poprzedni pachnący przystań plac zabawić piłka nożny zwycięzca walka nadwaga otyłość dziecko młodzież dorosły,SPOŁECZEŃSTWO,dziecko
2020,Warszawa,Jordanek na nowo. Budowa boiska oświetlenia placu zabaw oraz montaż nowych zabawek,jordanek nowo budowa plac zabawić montaż zabawka,INFRASTRUKTURA,stadion
2020,Warszawa,Skwer przy Domu Kultury Prom  kontynuacja projektu,skwer,NATURA,skwer
2020,Warszawa,Skwarek przy Majańskiej budowa automatycznej toalety miejskiej ,skwarek budowa automatyczny toaleta,INFRASTRUKTURA,toaleta
2020,Warszawa,Bądź eko w każdym wieku  Cykl spotkań warsztatowych dla dorosłych w AL,wiek spotkać warsztatowy dorosły,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Nowoczesna przestrzeń wokół SP ,nowoczesny,SPOŁECZEŃSTWO,nowoczesny
2020,Warszawa,Przyjazna Wspólna Droga  nasadzenie zieleni i drzew nowa infrastruktura przejścia dla pieszych chodniki miejsca postojowe,nasadzić zielony infrastruktura przejść pieszy chodnik postojowy,INFRASTRUKTURA,infrastruktura
2020,Warszawa,Oczyszczacze powietrza w bibliotekach ,oczyszczacz biblioteka,EDUKACJA,biblioteka
2020,Warszawa,Siłownia w Prasie,siłownia,SPOŁECZEŃSTWO,siłownia
2020,Warszawa,Alejki w Parku Skaryszewskim przy Kąpiącej się ,alejka,NATURA,alejka
2020,Warszawa,Kosze miejskie do segregacji śmieci,kosz segregacja,INFRASTRUKTURA,kosz
2020,Warszawa,Ścieżki edukacyjne przy Szkole Podstawowej Nr ,edukacyjny,EDUKACJA,edukacyjny
2020,Warszawa,Bezpłatne wypożyczalnie kajaków i desek sup na PradzePołudnie ,bezpłatny wypożyczalnia kajak deska,INFRASTRUKTURA,ławka
2020,Warszawa,Neonowy Gocław z szachownicą lotniczą,neonowy szachownica lotniczy,SPOŁECZEŃSTWO,siatkówka
2020,Warszawa,Bezpieczny Gocław_Oświetlenie ulicy Brygady Pościgowej odcinek od ul. Kwiatkowskiego,bezpieczny,INFRASTRUKTURA,bezpieczny
2020,Warszawa,Nie przestawaj czytać. Senior w bibliotece. Zakup lup szkieł powiększających oświetlenia oraz książek z dużymi literami dla seniorów,przestawać czytać senior biblioteka zakup lupa szkła powiększać książka litera senior,SPOŁECZEŃSTWO,czytać
2020,Warszawa,Wielkie rozpłytowanie  zieleń zamiast betonu na naszych podwórkach,wielki zieleń beton,NATURA,zieleń
2020,Warszawa,Szanuj zieleń  nie parkuj na trawniku  ul. Darłowski ul. Grenadierów ul. Białowieska  remont uliczek wewnętrznych i wydzielenie miejsc postojowych,szanować zieleń parkować trawnik darłowski grenadier białowieski remont uliczka wewnętrzny wydzielić,NATURA,trawnik
2020,Warszawa,Ratujemy drzewa Parku Skaryszewskiego  kontynuacja,ratować,NATURA,ochrona
2020,Warszawa,Nowoczesna biblioteka. Zakup  komputerów do bibliotek na PradzePołudnie,nowoczesny biblioteka zakup komputer biblioteka,EDUKACJA,biblioteka
2020,Warszawa,Bezpieczna Makowska,bezpieczny,INFRASTRUKTURA,bezpieczny
2020,Warszawa,Skwarek berek  rozbudowa placu zabaw o urządzenie dla dzieci starszych,skwarek berek rozbudowa plac zabawić urządzić dziecko starszy,SPOŁECZEŃSTWO,skatepark
2020,Warszawa,Fun Run przygoda z mapą  Praga Południe,przygoda mapa,EDUKACJA,historia
2020,Warszawa,Skwer Trzech Pokoleń,skwer,NATURA,skwer
2020,Warszawa,Sportowy plac zabaw  w ramach projektu Sport dla Każdego na Stadionie Podskarbińska ,sport plac zabawić,SPOŁECZEŃSTWO,rekreacja
2020,Warszawa,Zielona Skaryszewska,zielony,NATURA,zielony
2020,Warszawa,Nie dotykaj się Równe i bezpieczne chodniki na Grochowie i Gocławku,dotykać bezpieczny chodnik,INFRASTRUKTURA,bezpieczny
2020,Warszawa,Siłownia dla osób niepełnosprawnych  w ramach projektu Sport dla Każdego na Stadionie Podskarbińska,siłownia osoba niepełnosprawny,SPOŁECZEŃSTWO,siłownia
2020,Warszawa,Trening seniora gimnastyka taniec zdrowy kręgosłup ćwiczenia w odciążeniu,trening seniora gimnastyka taniec zdrowy kręgosłup ćwiczenia odciążyć,SPOŁECZEŃSTWO,ćwiczyć
2020,Warszawa,Więcej zieleni na ul. Grochowskiej i Zwycięzców,zielony grochowski,NATURA,zielony
2020,Warszawa,Jaśniej na Pradze Południe  brakujące latarnie,jaśnie brakujący latarnia,INFRASTRUKTURA,latarnia
2020,Warszawa,Pas zieleni  pas zieleni  krzewy dla ptaków  łąka antysmogowa  Elsterska,pas zielony pas zielony krzew ptak łąka antysmogowy,NATURA,zielony
2020,Warszawa,Ułożenie płyt chodnikowych pod billboard reklamowym przy Rondzie Wiatraczna obok Galerii Grochów,ułożyć płyt chodnikowy billboard reklamowy,INFRASTRUKTURA,plac
2020,Warszawa,Wymiana nawierzchni tartanowej na Stadionie Podskarbińska w ramach projektu Sport dla każdego,wymiana nawierzchnia tartanowy,INFRASTRUKTURA,nawierzchniasztuczny
2020,Warszawa,Klub Małego Pisarza  całoroczny cykl warsztatów pisarskich dla dzieci,klub całoroczny warsztat pisarski dziecko,SPOŁECZEŃSTWO,klub
2020,Warszawa,Ekologia. Biblioteka miejscem kształtowania Ekokompetencji ,ekologia biblioteka kształtować,EDUKACJA,biblioteka
2020,Warszawa,Bezpieczna droga do szkoły  modernizacja ciągu pieszojezdnego ulicy Romańskiego oraz poszerzenie łącznika pieszego z ulicą Jana Nowaka Jeziorańskiego o ścieżkę rowerową,bezpieczny modernizacja pieszojezdny poszerzyć łącznik pieszy rowerowy,INFRASTRUKTURA,modernizacja
2020,Warszawa,Miasto moje a w nim  najpiękniejszy mój sen  spotkania varsavianistyczne dla dorosłych i dzieci,piękny sen spotkać dorosły dziecko,SPOŁECZEŃSTWO,dorosły
2020,Warszawa,Kolorowe chodniki  gry terenowe  projekt pilotażowy,kolorowy chodnik gra pilotażowy,INFRASTRUKTURA,chodnik
2020,Warszawa,Sztuki walki  Judo z elementami samoobrony dla dzieci i młodzieży,sztuk walka samoobrona dziecko młodzież,SPOŁECZEŃSTWO,młodzież
2020,Warszawa,Aktywne soboty w Parku Skaryszewskim,aktywny sobota,SPOŁECZEŃSTWO,aktywny
2020,Warszawa,Ratujemy rzeźby plenerowe na Gocławiu Grochowie i Saskiej Kępie,ratować rzeźba,INFRASTRUKTURA,remont
2020,Warszawa,Przejście dla pieszych na ul. Terespolskiej przy St. Augusta,pieszy terespolski august,INFRASTRUKTURA,asfaltowy
2020,Warszawa,Monitoring ronda Szendzielarza,monitoring,INFRASTRUKTURA,monitoring
2020,Warszawa,Yoga na świeżym powietrzu  w ramach projektu Sport dla Każdego,świeży,SPOŁECZEŃSTWO,świeży
2020,Warszawa,Bezpieczniej i zielono przy Afrykańskiej  nasadzenia zieleni,bezpiecznie zielono nasadzić zielony,NATURA,zielony
2020,Warszawa,Oświetlenie bocznego boiska na Stadionie Podskarbińska  w ramach projektu Sport dla Każdego,oświetlić boczny,INFRASTRUKTURA,oświetlić
2020,Warszawa,Stojaki rowerowe  na podwórkach i nie tylko,stojak rowerowy,INFRASTRUKTURA,rowerowy
