rok,miasto,nazwa,kategorie
2020,Łódź,Nowy parkiet dla sportowców z Małachowskiego. Hala Sportowa ul. Małachowskiego  Mieszki  Nowa Droga.,NATURA
2020,Łódź,Książki i audiobooki dla biblioteki na Kotlina ,EDUKACJA
2020,Łódź,Hala sportowa ANILANA ul. Soborowa ,SPOŁECZEŃSTWO
2020,Łódź,Bomba ekologiczna pod Zarzewiem Badanie skażenia gleby na trasie kanału ściekowego Anilany.,NATURA
2020,Łódź,Pomóż nam stworzyć przyszłą gwiazdę polskiego sportu  zajęcia ogólnorozwojowe dla dzieci i młodzieży. Zarzew.,SPOŁECZEŃSTWO
2020,Łódź,Pomóż nam stworzyć przyszłą gwiazdę polskiego sportu  zajęcia ogólnorozwojowe dla dzieci i młodzieży. Nowosolna.,SPOŁECZEŃSTWO
2020,Łódź,Pomóż nam stworzyć przyszłą gwiazdę polskiego sportu  zajęcia ogólnorozwojowe dla dzieci i młodzieży. Dolina Łódki.,SPOŁECZEŃSTWO
2020,Łódź,Pomóż nam stworzyć przyszłą gwiazdę polskiego sportu  zajęcia ogólnorozwojowe dla dzieci i młodzieży. OlechówJanów.,SPOŁECZEŃSTWO
2020,Łódź,Ul. Rawska  remont chodnika.,INFRASTRUKTURA
2020,Łódź,Ul. Tatrzańska  remont chodnika.,INFRASTRUKTURA
2020,Łódź,Bezpieczny Zarzew  budowa monitoringu na osiedlu  etap I.,EDUKACJA
2020,Łódź,Kamery to nie wszystko  skuteczny system bezpieczeństwa dla Osiedla Zarzew.,SPOŁECZEŃSTWO
2020,Łódź,Zakup narzędzi hydraulicznych do ratownictwa drogowego. SP Łódź  Andrzej.,EDUKACJA
2020,Łódź,Wykonanie  uzupełnienie oświetlenia fragmentu ul. Henrykowskiej.,SPOŁECZEŃSTWO
2020,Łódź,Kwiecisty Grembach  zakątek pierwszy.,NATURA
2020,Łódź,Park zabaw na Grembach  miejsce dla dzieci młodszych i starszych mieszkańców.,SPOŁECZEŃSTWO
2020,Łódź,Tutaj chodzę bo tu mieszkam  nordic walking na Mileszkach.,INFRASTRUKTURA
2020,Łódź,Joga w Parku Podolskim.,EDUKACJA
2020,Łódź,Sama się broń  zajęcia z samoobrony dla kobiet.,EDUKACJA
2020,Łódź,Naprawa i modernizacja boiska Orlik na terenie ośrodka treningowego Łodzianka.,EDUKACJA
2020,Łódź,Utwardzenie pobocza dystryktem bitumiczny ulicy Feliksińskiej na działce ewidencyjnej nr  leżącej w obrębie W od ul. Wieńcowej w kierunku ul. Dworcowej.,INFRASTRUKTURA
2020,Łódź,Nowy asfalt na ulicy Feliksińskiej.,INFRASTRUKTURA
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Widzew Wschód.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Andrzej.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Dolina Łódki.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Zarzew.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Stary Widzew.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Mieszki.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Nowosolna.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności StokiSikawaPodgórze.,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności Nr .,SPOŁECZEŃSTWO
2020,Łódź,Łódź dla ptaków  czyli działamy na rzecz ptasiej społeczności OlechówJanów.,SPOŁECZEŃSTWO
2020,Łódź,Stół do Teobald w parku Nad Jasieniem.,NATURA
2020,Łódź,Stół do Teobald w parku  Maja.,NATURA
2020,Łódź,Stół do Teobald w parku Źródliska.,NATURA
2020,Łódź,Wybieg dla psów w parku  Maja.,NATURA
2020,Łódź,Wybieg dla psów w parku Nad Jasieniem.,NATURA
2020,Łódź,Wybieg dla psów w parku Źródliska.,NATURA
2020,Łódź,Stworzenie stałych leżaków w Parku Źródliska.,INFRASTRUKTURA
2020,Łódź,Stworzenie stałych leżaków w Parku Nad Jasieniem.,INFRASTRUKTURA
2020,Łódź,Stworzenie stałych leżaków w Parku  Maja.,INFRASTRUKTURA
2020,Łódź,Boisko sportowe do unihokeja z nawierzchnią typu Court  ogólnodostępne. OlechówJanów.,SPOŁECZEŃSTWO
2020,Łódź,Książki dla bibliotek na Skalnej.,EDUKACJA
2020,Łódź,Bezpieczne podwórko między Górską a Pieniny z wygodnym skrótem.,INFRASTRUKTURA
2020,Łódź,Wymiana nawierzchni chodnika wraz z montażem ławek na ul. Janosika od ul. Chałubińskiego w kierunku do ul. Brzeziński.,INFRASTRUKTURA
2020,Łódź,Oświetlenie ulic na Osiedlu Andrzej.,INFRASTRUKTURA
2020,Łódź,Remont chodnika przy ulicy Przędzalnianej na odcinku od Skierniewickiej do Przybyszewskiego.,INFRASTRUKTURA
2020,Łódź,Budowa chodnika na ul. Gruzińskiej na odcinku od numeru  na długości ok.  m z podziałem dokumentacji.,INFRASTRUKTURA
2020,Łódź,Zazieleniamy betonowe estakady  bluszcz na WałowejRokicińskiej.,INFRASTRUKTURA
2020,Łódź,Naturalny plac zabaw w Parku nad Jasieniem.,SPOŁECZEŃSTWO
2020,Łódź,Gramy w zielone  nie umieramy w betonie.,NATURA
2020,Łódź,Remont nawierzchni ulicy Hanka pomiędzy Przybyszewskiego a Milionową.,INFRASTRUKTURA
2020,Łódź,Osiedlowy monitoring na Sikawie.,EDUKACJA
2020,Łódź,Parking ul. Wojewódzkiego. Łódź.,INFRASTRUKTURA
2020,Łódź,Park osiedlowy i plac zabaw dla dzieci na Janowie.,NATURA
2020,Łódź,Remont drogi. Ul. Goryczkowa.,INFRASTRUKTURA
2020,Łódź,Bezpieczne pobocze dla pieszych przy ul. Szaniawskiego.,SPOŁECZEŃSTWO
2020,Łódź,Fontanna kaskadowa przy ulicy Józefa.,NATURA
2020,Łódź,Budowa chodnika wzdłuż torowiska od ul. Kokosowej do przystanku PK TelefonicznaPieniny.,INFRASTRUKTURA
2020,Łódź,Połączenie chodnika ul. Kokosowej z ciągiem komunikacyjnym ul. Telefonicznej poprzez wykonanie przejścia dla pieszych przez ul. Telefoniczną.,INFRASTRUKTURA
2020,Łódź,Kwitnące żywopłoty dla Łodzi  sadzimy piękne krzewy na Odnowiciela.,NATURA
2020,Łódź,Utwardzenie nawierzchni w ul. Skautów Łódzkich tzw. Łopatki pomiędzy nr  i nr ,NATURA
2020,Łódź,Rowerem na Olechów i Janów.,INFRASTRUKTURA
2020,Łódź,Kwitnące żywopłoty dla Łodzi  sadzimy piękne krzewy na Józefiaka.,NATURA
2020,Łódź,Unihokej bawi uczy i wychowuje  ogólnodostępne zajęcia sportowe  Park BadenPowella.,EDUKACJA
2020,Łódź,Unihokej bawi uczy i wychowuje  ogólnodostępne zajęcia dla dzieci i młodzieży hala Wifama ul. Niciarniana ,EDUKACJA
2020,Łódź,Nowe książki dla Biblioteki na Bartka  Filia nr  Biblioteki Miejskiej w Łodzi.,EDUKACJA
2020,Łódź,Wiata przystankowa na przystanku Zakładowa  Dorabialskiej.,INFRASTRUKTURA
2020,Łódź,Zakup sprzętu specjalistycznego dla SP Mieszki i SP Wiązań.,EDUKACJA
2020,Łódź,Bieg z mapą po Janowie.,INFRASTRUKTURA
2020,Łódź,Powstrzymajmy wykruszanie nowego asfaltu na Kosodrzewiny.,INFRASTRUKTURA
2020,Łódź,Zielone osiedle  zagospodarowanie terenu przy SP Sikawa cz.I.,NATURA
2020,Łódź,Unihokej bawi uczy i wychowuje  ogólnodostępne zajęcia dla dzieci i młodzieży  Hala Anilana ul. Soborowa ,EDUKACJA
2020,Łódź,Bezpłatny dostęp do ebookow dla mieszkańców Łodzi we wszystkich Filiach Biblioteki Miejskiej w Łodzi.  Plac Wolności   siedziba główna i pozostałe filie w Łodzi.,INFRASTRUKTURA
2020,Łódź,Stop dzikim wysypisko śmieci na terenach zielonych Zakup zestawu  fotopułapek dla straży miejskiej.,NATURA
2020,Łódź,Szlak miłosierdzia w Łodzi.,INFRASTRUKTURA
2020,Łódź,Kolorowy i bezpieczny dom dziecka.  Ul. Lniana   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Dom dziecka dla małych dzieci.  Ul. Drużynowa   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Plac zabaw dla domu małego dziecka.  Ul. Zbocze a  Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Otwarci na świat doposażenie PP Nr  w Łodzi w przenośny sprzęt komputerowy. PP Nr  w Łodzi.,EDUKACJA
2020,Łódź,Sprzęt sportowy dla SP ul. Ratajska   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Kompleks rekreacyjnosportowy dla szkoły i osiedla na terenie SP  ul. Ratajska   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Cztery pory roku w ogrodzie  strefa relaksacyjne  dydaktyczna i wymiana chodnika dla społeczności szkolnej i lokalnej przy SP ,EDUKACJA
2020,Łódź,Modernizacja placu zabaw przy Przedszkolu Miejskim nr  Ul. Przełajowa  Łódź.,INFRASTRUKTURA
2020,Łódź,Pracownia Tomatisa  modernizacja gabinetów logopedycznych w Poradni PsychologicznoPedagogicznej nr  w Łodzi.,EDUKACJA
2020,Łódź,Budowa drogiścieżki rowerowej od ulicy Rzgowskiej  wzdłuż ulicy Paradnej do Trasy Górnej.,INFRASTRUKTURA
2020,Łódź,PM   Moje Przedszkole  Piękne zdrowe kolorowe.,SPOŁECZEŃSTWO
2020,Łódź,Zielony ogród wśród kamienic. PM  w Łodzi.,NATURA
2020,Łódź,Jesteśmy bezpieczni. PM nr  ul. Zamknięta ,SPOŁECZEŃSTWO
2020,Łódź,Modernizacja placu zabaw i ogrodzenia w PM  w Łodzi.,SPOŁECZEŃSTWO
2020,Łódź,Doposażenie placu zabaw w buraki sprężynowe dla dzieci w Żłobku nr ,NATURA
2020,Łódź,Freblowski Altana w przedszkolu miejskim nr ,SPOŁECZEŃSTWO
2020,Łódź,Boisko wielofunkcyjne przy ZSzP nr w Łodzi ul. Przędzalniana  Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Ogród zmysłów  przy ZSzP nr  w Łodzi. ul. Przędzalniana  Łódź.,NATURA
2020,Łódź,Szatnia szkolna. SP nr  w Łodzi ul. Wici ,EDUKACJA
2020,Łódź,Remont łazienek w SP nr  ul. Wici ,INFRASTRUKTURA
2020,Łódź,Plac zabaw dla dzieci SP nr  w Łodzi ul. Wici ,SPOŁECZEŃSTWO
2020,Łódź,Czarodziejski ogród przy ZSzP nr  w Łodzi.,NATURA
2020,Łódź,Bezpieczeństwo w szkole i wokół niej  modernizacja chodników ciągów komunikacyjnych i szatni na terenie SP im. Orląt Lwowskich.,INFRASTRUKTURA
2020,Łódź,Łódź bez smogu.,NATURA
2020,Łódź,Żyjmy zdrowo na sportowo  remont sali gimnastycznej i zagospodarowanie przestrzeni. W SP  w Łodzi.,SPOŁECZEŃSTWO
2020,Łódź,Kolorowy rower wodny dla Turówka. Obiekt rekreacyjny Arturówek.,SPOŁECZEŃSTWO
2020,Łódź,Szmaragdowa riwiera w Arturówku.,NATURA
2020,Łódź,Remont chodnika ul. WalteraJanke fragment zachodni od ul. Wyszyńskiego do Pienistej z wyłączeniem działek PKP oraz wytyczenie drogi rowerowej.,INFRASTRUKTURA
2020,Łódź,Wymiana nawierzchni na placu szkolnym w SP w Łodzi ul. Milionowa ,INFRASTRUKTURA
2020,Łódź,Zakup markiz osłaniających  m taras w żłobku nr ,NATURA
2020,Łódź,Remont  m tarasu przy dziecięcej w żłobku nr ,INFRASTRUKTURA
2020,Łódź,Wyposażenie placu zabaw dla dzieci. Żłobek nr . Łódź ul. Siarczanu ,SPOŁECZEŃSTWO
2020,Łódź,Nowa jakość lodu na bombonierce. Łódź ul. Stefanowskiego ,SPOŁECZEŃSTWO
2020,Łódź,Nowe ogrodzenie wzdłuż terenu okalającego Szkołę Podstawową nr  w Łodzi ul. Milionowa,NATURA
2020,Łódź,Konsultacje specjalistyczne oraz inni działania prozdrowotne i profilaktyczne dla mieszkańców,SPOŁECZEŃSTWO
2020,Łódź,Łodzi organizowane przez Miejskie Centra Medyczne.,EDUKACJA
2020,Łódź,Pakiet edukacyjny.  lat miasta Łodzi. Niebanalne historie.,EDUKACJA
2020,Łódź,Wesoły i bezpieczny plac zabaw Szkoła Podstawowa nr  im Eugeniusza Lokajskiego ul. Mackiewicza   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Moja wymarzona pracownia matematyczna  projekt uczniowski. Szkoła podstawowa im. Jana,SPOŁECZEŃSTWO
2020,Łódź,Remont Sali gimnastycznej w Zespole Szkół Specjalnych nr ,SPOŁECZEŃSTWO
2020,Łódź,Pierwsze kroki małego alpinisty. Ogólnodostępna górka wspinaczkowa ze zjeżdżalnią na terenie,INFRASTRUKTURA
2020,Łódź,PM nr   Przedszkole naszych marzeń.,SPOŁECZEŃSTWO
2020,Łódź,Na pomoc łódzkim kotom wolnożyjące  edycja ,NATURA
2020,Łódź,Szał mokrych ciał  czyli strefa kurtyn wodnych w lunaparku na zdrowiu.,NATURA
2020,Łódź,Hurtaj dusza  czyli strefa huśtawek w lunaparku na zdrowiu.,NATURA
2020,Łódź,Strefa altan na nowoczesnej strefie rekreacji wypoczynku i animacji Lunaparku w Parku im. Marsz. J. Piłsudskiego w Łodzi.,SPOŁECZEŃSTWO
2020,Łódź,Mikrogranty aktywizujące mieszkańców osiedli im Montwiłła Mireckiego Zdrowia Złota w dziedzinie kultury edukacji sportu historii miasta Łodzi.,EDUKACJA
2020,Łódź,Modernizacja chodnika i podjazdu dla wózków inwalidzkich prowadzących do wejścia głównego,INFRASTRUKTURA
2020,Łódź,Modernizacja szatni w tym pomieszczenia na szatnię dla uczniów niepełnosprawnych w XXIII,INFRASTRUKTURA
2020,Łódź,Dziś analogowa jutro cyfrowa Multimedialna SP,EDUKACJA
2020,Łódź,Dofinansowanie działalności ośrodka rehabilitacji dzikich zwierząt.,EDUKACJA
2020,Łódź,Z kulturą i sportem za pan brat  remont Sali sportowej i widowiskowej w Andrzejowie.,SPOŁECZEŃSTWO
2020,Łódź,Zielony płotek w pnączach i kwiatach przy szkole podstawowej nr ,NATURA
2020,Łódź,Odkrycie rzeki Lamus w parku im. Jana Kilińskiego.,NATURA
2020,Łódź,Generalny remont sali przedszkolnej w Przedszkolu Miejskim nr  w Łodzi ul. Kolumny ,INFRASTRUKTURA
2020,Łódź,Budowa windy w ŁCDNiKP dla osób z niepełnosprawnościami Konińskiego .,INFRASTRUKTURA
2020,Łódź,Adoptuje pszczołę  pilotażowy program wsparcia ekologicznego pszczelarstwa miejskiego w Łodzi.,NATURA
2020,Łódź,Zielone patio. Tereny przy szkole podstawowej nr  ul. Powszechna   Łódź.,NATURA
2020,Łódź,Kamiński Tuwim  Katarzyna Kobro  szlak murali na sześćsetlecie Łodzi,INFRASTRUKTURA
2020,Łódź,Lokalizacje . Łódź posesja przy ul. Kamińskiego   ściana szczytowa,INFRASTRUKTURA
2020,Łódź,Uczymy się języków  nowoczesna pracownia językowa w Szkole Podstawowej nr  ul. Wici ,EDUKACJA
2020,Łódź,Nowy wóz ratowniczogaśniczy gwarancją poprawy waszego bezpieczeństwa.,INFRASTRUKTURA
2020,Łódź,Boisko wielofunkcyjne przy XI LO  ul. Konińskiego ,SPOŁECZEŃSTWO
2020,Łódź,Mówimy tak dla niepełnosprawności  zakup wyposażenia sali do zajęć specjalistycznych w Przedszkolu Miejskim nr  w Łodzi ul. Smocza   Łódź.,NATURA
2020,Łódź,Zakup lekkiego samochodu ratowniczogaśniczego dla SP Łódź  Mikołajew w Łodzi przy ul. Pionowej ,INFRASTRUKTURA
2020,Łódź,Sport to zdrowie  remont zaplecza Sali gimnastycznej w szkole podstawowej nr  ul. Wici ,SPOŁECZEŃSTWO
2020,Łódź,Remont dwóch wejść frontowych do żłobka nr  przy ul. Pawie  w Łodzi.,INFRASTRUKTURA
2020,Łódź,Doposażenie placu zabaw żłobka nr  w Łodzi przy Al. S. Wyszyńskiego ,NATURA
2020,Łódź,Renowacja ogrodzenia żłobka nr  w Łodzi ul. Chrobrego ,INFRASTRUKTURA
2020,Łódź,Bezpieczne dojście do żłobka nr   Łódź ul. Elsnera ,INFRASTRUKTURA
2020,Łódź,Fasolka  Punkt KonsultacyjnoDiagnostyczny dla rodzin i dzieci z zespołem AS. Łódź ul. Wierzbowa ,SPOŁECZEŃSTWO
2020,Łódź,Sala gimnastyczna w SP. Al. Harcerzy Zawodowców   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Remont i modernizacja Sali gimnastycznej siłowni pryszniców i przebieralni w budynku ,SPOŁECZEŃSTWO
2020,Łódź,liceum ogólnokształcącego w Łodzi.,EDUKACJA
2020,Łódź, godzin miłości. Opieka pozamedyczne w Hospicjum Stacjonarnym dla dzieci Centrum Opieki Paliatywnej dla Dzieci.,SPOŁECZEŃSTWO
2020,Łódź,Remont domu dziecka dla dzieci chorych fundacji Dom w Łodzi  NowoKolorowo Łódź ul. Wierzbowa ,INFRASTRUKTURA
2020,Łódź,Muzyka miasta  Łódź Kamienieckiego ,EDUKACJA
2020,Łódź,Zakup pomocy dydaktycznych i elementów wyposażenia do nowej hali sportowej i świetlicy w szkole podstawowej nr  im. Łódzkich Włókniarek w Łodzi.,EDUKACJA
2020,Łódź,Remont dachu na budynku Zespołu SzkolnoPrzedszkolnego nr  przy ul. Janosika ,INFRASTRUKTURA
2020,Łódź,Urodziny jednorożca.,SPOŁECZEŃSTWO
2020,Łódź,Kolorowy i bezpieczny ogród  modernizacja placu zabaw. Przedszkole miejskie nr  ul. Zbiorcza   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Bezpieczne przedszkole Przedszkole miejskie nr  ul. Zbiorcza   Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Drewniany zamek dla dzieci w Ogródku Jordanowskim w Parku na Zdrowiu.,NATURA
2020,Łódź,Remont ul. Maszynowej.,INFRASTRUKTURA
2020,Łódź,Wymiana okien w Przedszkolu Miejskim  w Łodzi ul. Mazurska ,INFRASTRUKTURA
2020,Łódź,Rewitalizacja tarasów i wymiana drzwi wyjściowych na ogród w Przedszkolu Miejskim  ul. Mazurska ,NATURA
2020,Łódź,Nowoczesna pracownia komputerowa w SP Szkoła Podstawowa nr  ul. Rajdowa ,SPOŁECZEŃSTWO
2020,Łódź,Utwardzenie ulicy Moskaliki na odcinku ZjazdowaMarmurowa. Kontynuacja remontu rozpoczętego przez Radę Osiedla Dolina Łódki.,INFRASTRUKTURA
2020,Łódź,Rowerowe Miejsce roweru jest na jezdni  na drogach publicznych na terenie Łodzi.,INFRASTRUKTURA
2020,Łódź,Dajmy radość dzieciom z domów dziecka i rodzin zastępczych.,SPOŁECZEŃSTWO
2020,Łódź,Wymiana fragmentu ogrodzenia w żłobku nr ,INFRASTRUKTURA
2020,Łódź,Bezpieczna szkoła podstawowa nr .,SPOŁECZEŃSTWO
2020,Łódź,Rowerowe  Montaż stojaków rowerowych przy placu zabaw w Arturówku.,INFRASTRUKTURA
2020,Łódź,AMY przestrzeń w Łodzi Lokalizacja Szczegółowy wykaz miejsc w opisie projektu.,EDUKACJA
2020,Łódź,Zwierzęta w Łodzi są ważne.,SPOŁECZEŃSTWO
2020,Łódź,Międzypokoleniowy Turniej Tańca  Łódź.,SPOŁECZEŃSTWO
2020,Łódź,Wyposażenie gabinetu psychologa w Przedszkolu Miejskim nr ,EDUKACJA
2020,Łódź,Letnia Scena w Centrum Twórczości Lutnia  spotkania ze sztuką na Patio.,EDUKACJA
2020,Łódź,Zajezdnia Muzealna Brus  utwardzenie terenu wystawy zabytkowych autobusów.,INFRASTRUKTURA
2020,Łódź,SP   Instalacja systemu monitoringu wizyjnego na terenie Szkoły Podstawowej nr  w Łodzi.,EDUKACJA
2020,Łódź,Pracownia komputerowa w  LO w Łodzi.,EDUKACJA
2020,Łódź,Generalny remont szatni szkolnej w  LO.,INFRASTRUKTURA
2020,Łódź,Szatnia na Karpackiej. Łódź ul. Karpacka ,INFRASTRUKTURA
2020,Łódź,Strefa sportowaartystyczna przy szkole podstawowej nr  w Łodzi. Ul. Gościniec   Łódź Wiskitno.,SPOŁECZEŃSTWO
2020,Łódź,Adaptacja pomieszczeń w Pałacu Młodzieży do funkcji studia nagrań.,EDUKACJA
2020,Łódź,Adaptacja pomieszczeń w Pałacu Młodzieży do funkcji Sali widowiskowej.,SPOŁECZEŃSTWO
2020,Łódź,Aplikacja na smartfona do zgłaszania problemów w przestrzeni miejskiej.,EDUKACJA
2020,Łódź,Wymiana nawierzchni alei OrliczDreszera w Parku na Zdrowiu.,INFRASTRUKTURA
2020,Łódź,Rewitalizacja wejścia do parku im Piłsudskiego przy Maszynowej.,NATURA
2020,Łódź,Zajęcia taneczne wspierające uczniów w trudnościach emocjonalnych  Zumba. Ul. Jugosłowiańska   Łódź SP nr  w SP nr ,SPOŁECZEŃSTWO
2020,Łódź,Inny nie znaczy gorszy  SP  w ZSzP nr  w Łodzi.,SPOŁECZEŃSTWO
2020,Łódź,Nowoczesne przedszkole dla naszych dzieci  pomóż nam to zrobić w przedszkolu miejskim nr,SPOŁECZEŃSTWO
2020,Łódź,Siłownia zewnętrzna dla mieszkańców Osiedla ChojnyDąbrowa. Na ćwiczenia zawsze pora  od młodego do seniora.,SPOŁECZEŃSTWO
2020,Łódź,Strażak XI wieku  doposażenie jednostki SP Łagiewniki w sprzęt ratowniczy oraz środki ochrony indywidualnej ul. Szczelna ,SPOŁECZEŃSTWO
2020,Łódź,Mini muzeum w nowoczesnej pracowni historycznej w Szkole Podstawowej nr  im. H. Ch. Andersena ul. Anczyca ,EDUKACJA
2020,Łódź,Projekt pracowni kinowoteatralnej w szkole podstawowej nr  im. H. Ch. Andersena ul. Anczyca ,EDUKACJA
2020,Łódź,Pumptrack w Parku Uljanowskim. Tor nie tylko rowerowy do jazdy skoków i dobrej zabawy na świeżym powietrzu dla dzieciaków i nie tylko.,SPOŁECZEŃSTWO
2020,Łódź,Strefa bezpiecznej zabawy w ogrodzie Przedszkola Miejskiego nr ,NATURA
2020,Łódź,Edukacyjna strefa ogrodu Przedszkola Miejskiego nr ,EDUKACJA
2020,Łódź,Bezpieczna stka monitoring wizyjny wokół szkoły podstawowej nr  w Łodzi ul. Milionowa,SPOŁECZEŃSTWO
2020,Łódź,Ratujemy Rezerwat Polesie Konstantynowski  przebudowa ścieżki i ratunek dla odciętego od wody rezerwatu oraz zalewanej okolicy.,NATURA
2020,Łódź,Ul. Gościniec z nową nawierzchnią  wylanie nowej warstwy asfaltowej.,NATURA
2020,Łódź,Asfalt na ul. Henryka oraz spawalnicze.,INFRASTRUKTURA
2020,Łódź,Budowa boiska na terenie Domu Dziecka nr ,INFRASTRUKTURA
2020,Łódź,Wiemy co chronimy  łódzkie użytki ekologiczne.,NATURA
2020,Łódź,Remont schodów wzdłuż Al. Wyszyńskiego na odcinku między ul. Popiełuszki a ul. Armii Krajowej strona północna.,INFRASTRUKTURA
2020,Łódź,Przywróćmy blask infrastrukturze sportowej w XIX LO w Łodzi.,SPOŁECZEŃSTWO
2020,Łódź,Bezpieczna droga do szkoły  sygnalizacja na żądanie na przejściu dla pieszych ul. Św. Rafała,INFRASTRUKTURA
2020,Łódź,Kalinowskiego przy ul. Gościniec ,SPOŁECZEŃSTWO
2020,Łódź,Remont szatni w budynku Szkoły Podstawowej nr  w Łodzi ul. Wróblewskiego ,INFRASTRUKTURA
2020,Łódź,Sala językowa dla uczniów Szkoły Podstawowej nr  w Łodzi.,EDUKACJA
2020,Łódź,Modernizacja placu zabaw ul. Jugosłowiańska ,SPOŁECZEŃSTWO
2020,Łódź,Łódzka woda najlepsza  zdroje wodne poidełko w centrum Miasta dla wszystkich. II etap budowa na podstawie zatwierdzonych kosztorysów inwestorskich za BO,NATURA
2020,Łódź,Jeśli dobre serce masz przedszkolakom głos swój dasz Remont placu zabaw PM nr ,SPOŁECZEŃSTWO
2020,Łódź,Radość dziecka II  teren Szkoły Podstawowej nr  ul.  Pułku Strzelców Kaniowskich ,SPOŁECZEŃSTWO
2020,Łódź,Plac zabaw  żłobek  doposażenie.,NATURA
2020,Łódź,Kuźnica Park  plac zabaw i siłownia zewnętrzna dla uczniów i mieszkańców. Szkoła Podstawowa nr  ul. Kuźnica ,SPOŁECZEŃSTWO
2020,Łódź,Mural o nadaniu praw miejskich. Pomorska ,INFRASTRUKTURA
2020,Łódź,Pomoce dydaktyczne na miarę XI wieku w Przedszkolu Miejskim nr  ul. Czerniaka ,EDUKACJA
2020,Łódź,Bądź jak Lewandowski  kompleksowy remont i modernizacja zewnętrznej bazy sportowej szkoły w tym boiska szkolnego i placu zabaw dla młodszych dzieci.,SPOŁECZEŃSTWO
2020,Łódź,Chodnik wzdłuż budynku Szkoły Podstawowej nr  al. Harcerzy Zawodowców ,INFRASTRUKTURA
2020,Łódź,Remont ulicy Rewolucji r. i budowa DDR na odcinku SterlingaUniwersytecka.,INFRASTRUKTURA
2020,Łódź,Ławki w Parku na Zdrowiu na trasie od ul. Maszynowej do pętli tramwajowej.,INFRASTRUKTURA
2020,Łódź,Pomóż mi żyć Wsparcie terapeutyczne dla dzieci walczących z chorobą nowotworową w,SPOŁECZEŃSTWO
2020,Łódź,Po wiedzę bez potknięć  remont chodnika przy ulicy Radwańskiej między Al. Politechniki a ul. Wólczańską.,INFRASTRUKTURA
2020,Łódź,Toaleta nad Stawami Stefańskiego.,INFRASTRUKTURA
2020,Łódź,Wieczory Pecha Kucha w Pasażu Róży.,SPOŁECZEŃSTWO
2020,Łódź,O drzewa dbamy i je podlewamy  zakup beczkowozy.,NATURA
2020,Łódź,Filmowy Kurort w Pasażu Róży ..,SPOŁECZEŃSTWO
2020,Łódź,BUDOWA TNI SOLANKOWEJ W ARU IM. ANDRZEJA SUGA.,INFRASTRUKTURA
2020,Łódź,STWORZENIE MOBILE PRAWNI KOMPUTEROWEJ W SP .,SPOŁECZEŃSTWO
2020,Łódź,USTAWIENIE BRAKUJĄCYCH ATARI W ARU MIĘDZY UL. LUTOMIERSKĄ A UL. DREWNOWSKĄ.,INFRASTRUKTURA
2020,Łódź,BUDOWA LAU ABA W ARU MIĘDZY UL. LUTOMIERSKĄ A UL. DREWNOWSKĄ.,INFRASTRUKTURA
2020,Łódź,SP  TO BEZPIECZNA SZKOŁA RADOSNA I WESOŁA.,SPOŁECZEŃSTWO
2020,Łódź,BUDOWA BENI CZTEROTOROWEJ RZ SP  UL. MACKIEWICZA .,INFRASTRUKTURA
2020,Łódź,MODERNIZACJA ISKA SZKOLNE RZ XIII LO .,EDUKACJA
2020,Łódź,BOSO WIELOFUNKCYJNE W OKOLIC STAREGO NKU LA SP  I RENEA OSIEDLOWEGO,SPOŁECZEŃSTWO
2020,Łódź,DO ZACZYTANIA JEDEN ROK CZYLI NOWE KSIĄŻKI LA BIBLIOTEKI RZ MARYNARSKIEJ.,EDUKACJA
2020,Łódź,PIONIZUJEMY SIĘ,INFRASTRUKTURA
2020,Łódź,ZKwP ZABAWEK LA DZIECI  ŻŁOBEK MIEJSKI NR  UL. TOKARZEWSKIEGO .,SPOŁECZEŃSTWO
2020,Łódź,RZ RADLIŃSKIEJ BIBLIOTEKA NA GŁOS CZYTELNIKA ZEA.,EDUKACJA
